http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	jrk_template	Phylum	Class	Order	Family	GENUS	COMMENT on genus	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Aquatic_habitat_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L2996	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06544	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phragmosperma		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L2997	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06554	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Phycorella		lichenized		lichenized_loosely					non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L2998	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06590	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Physalosporopsis												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L2999	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06641	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pirozynskia		foliar_endophyte	litter_saprotroph		foliar_endophyte		leaf/fruit/seed		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3000	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06659	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Placoasterina		foliar_endophyte	litter_saprotroph		foliar_endophyte		leaf/fruit/seed		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3001	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06663	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Placodothis												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3002	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06666	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Placomelan		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3003	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06672	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Placosphaeria		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3004	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06687	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Plagiostromella												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3005	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06722	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Plejobolus		litter_saprotroph					leaf/fruit/seed		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3006	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06727	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Plenotrichaius		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3007	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06735	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pleomerium		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3008	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06745	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pleotrichiella		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3009	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06761	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pleuropassalora												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3010	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06844	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Polycyclinopsis		unspecified_saprotroph										filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3011	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06867	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Polyrhizon		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3012	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06872	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Polysporidiella												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3013	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06876	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Polystomellopsis												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3014	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06935	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Proliferosphaera		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3015	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07008	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pseudoarthrographis		plant_pathogen				leaf/fruit/seed_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3016	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07133	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pseudomorfea		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3017	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07181	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pseudopleospora												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3018	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07197	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pseudorobillarda		wood_saprotroph		lichen_parasite_some_species			wood		partly_aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3019	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07313	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Punctillum												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3020	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07349	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pyrenobotrys		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3021	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07353	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pyrenochium												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3022	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07355	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pyrenocyclus												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3023	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07363	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Pyrenostigme												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3024	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07393	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Quasiphloeospora		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3025	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07416	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Radulidium		unspecified_saprotroph		mycoparasite_some_species					partly_aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3026	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07514	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Rhabdospora		unspecified_saprotroph							partly_aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3027	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07572	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Rhizotexis		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3028	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07598	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Rhopographus		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3029	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07650	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Robillardiella												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3030	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07684	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Rosellinula		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3031	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07686	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Rosenscheldia		plant_pathogen	wood_saprotroph			wood_pathogen	wood					filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3032	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07703	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Roumegueria		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3033	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07723	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Rupestriomyces		unspecified_saprotroph	rock-inhabiting				soil					filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3034	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09724	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Saccardoella		wood_saprotroph					wood		partly_freshwater_(partly_non-aquatic)			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3035	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07783	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Sapucchaka		unspecified_saprotroph										filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3036	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07825	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Saxomyces		unspecified_saprotroph	rock-inhabiting				soil		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3037	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07905	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Scolecobonaria												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3038	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07912	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Scolecoxyphium		unspecified_saprotroph										filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3039	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07916	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Scolionema		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3040	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07978	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Semisphaeria		plant_pathogen				unspecified_plant_pathogen					Myrica	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3041	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07988	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Septoidium		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3042	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08043	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Shivamyces		foliar_endophyte	litter_saprotroph		foliar_endophyte		leaf/fruit/seed		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3043	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08110	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Sivanesaniella		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3044	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08142	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Soloacrosporiella		plant_pathogen				leaf/fruit/seed_pathogen					Acacia	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3045	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08357	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Stegothyrium		unspecified_saprotroph										filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3046	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08386	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Stephanotheca		plant_pathogen				unspecified_plant_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3047	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08409	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Stigmatodothis		unspecified_saprotroph										filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3048	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08411	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Stigmatophragmia		unspecified_saprotroph										filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L3049	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08472	Ascomycota	Dothideomycetes	Dothideomycetes order incertae sedis	Dothideomycetes family incertae sedis	Stromatopogon		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	none	none				
