http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	jrk_template	Phylum	Class	Order	Family	GENUS	COMMENT on genus	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Aquatic_habitat_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8854	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01289	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Caeruleomyces		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8855	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02037	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Contumyces		moss_symbiont			moss-associated	moss-associated			non-aquatic			filamentous_mycelium	agaricoid	gills				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8856	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02280	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Cyanotrama		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8857	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02833	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Echinoporia		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	corticioid					
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8858	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03161	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Fibricium		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8859	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03409	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Ginnsia		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8860	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03612	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Gyroflexus		plant_pathogen	wood_saprotroph			wood_pathogen	wood		non-aquatic			filamentous_mycelium	agaricoid	gills				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8861	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03715	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Hastodontia		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8862	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04399	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Kurtia		wood_saprotroph		ericoid_mycorrhizal_K._vaccinii			wood		non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8863	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04515	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Lawrynomyces		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8864	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05347	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Muscinupta		plant_pathogen	bryophilous			moss_parasite	leaf/fruit/seed		non-aquatic		mosses	filamentous_mycelium	cyphelloid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8865	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06000	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Oxyporus		wood_saprotroph		wood_pathogen_some_species			wood	white_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8866	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06292	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Peniophorella		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8867	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06886	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Poriodontia		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8868	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07494	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Resinicium		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8869	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08049	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Sidera		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8870	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08502	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Subulicium		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8871	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08963	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Trichaptum		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8872	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09091	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Tsugacorticium		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid					
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8873	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09106	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales family incertae sedis	Tubulicrinis		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8874	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05568	Basidiomycota	Agaricomycetes	Hymenochaetales	Neoantrodiellaceae	Neoantrodiella		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8875	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05758	Basidiomycota	Agaricomycetes	Hymenochaetales	Nigrofomitaceae	Nigrofomes		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8876	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00222	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Alloclavaria		moss_symbiont	root-associated		root-associated	moss-associated			non-aquatic			filamentous_mycelium	clavarioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8877	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00755	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Atheloderma		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8878	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01407	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Cantharellopsis		plant_pathogen	moss_parasite			leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic		mosses	filamentous_mycelium	agaricoid	gills				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8879	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02121	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Cotylidia		moss_symbiont	litter_saprotroph		moss-associated	moss-associated	leaf/fruit/seed,soil		non-aquatic		mosses	filamentous_mycelium	agaricoid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8880	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03436	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Globulicium		wood_saprotroph	litter_saprotroph				wood,leaf/fruit/seed	white_rot	non-aquatic			filamentous_mycelium		smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8881	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09616	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Leifia		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8882	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04804	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Loreleia		moss_symbiont	liverwort-associated		moss-associated	other_plant_pathogen			non-aquatic		liverworts	filamentous_mycelium	agaricoid	gills				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8883	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07617	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Rickenella		plant_pathogen	bryophilous	root-associated_R._minuta		leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic		mosses	filamentous_mycelium	agaricoid	gills				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8884	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08218	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Sphagnomphalia		plant_pathogen	litter_saprotroph			other_plant_pathogen	leaf/fruit/seed		non-aquatic		Sphagnum	filamentous_mycelium	agaricoid	gills				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8885	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00254	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Alutaceodontia		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8886	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03164	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Fibrodontia		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	hydnoid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8887	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04032	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Hyphodontia		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8888	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	extra taxons new Karl Henrik and Jenni	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Jacksonomyces		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8889	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09619	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Kneiffiella		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8890	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04440	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Lagarobasidium	synonym of Xylodon	wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	hydnoid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8891	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04660	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Leucophellinus		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8892	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04834	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Lyomyces		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8893	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05869	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Odontiopsis		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	hydnoid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8894	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06029	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Palifer	synonym of Xylodon	wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8895	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06187	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Paratrichaptum		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8896	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07665	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Rogersella		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8897	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07854	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Schizopora	synonym of Xylodon	wood_saprotroph	plant_pathogen			wood_pathogen	wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8898	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09485	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon		wood_saprotroph					wood	white_rot	partly_aquatic			filamentous_mycelium	corticioid	hydnoid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8899	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08190	Basidiomycota	Agaricomycetes	Hymenochaetales	Tubulicrinaceae	Sphaerobasidium		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8900	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00826	Basidiomycota	Agaricomycetes	Hysterangiales	Gallaceaceae	Austrogautieria		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8901	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03318	Basidiomycota	Agaricomycetes	Hysterangiales	Gallaceaceae	Gallacea		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8902	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03643	Basidiomycota	Agaricomycetes	Hysterangiales	Gallaceaceae	Hallingea		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8903	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00598	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Aroramyces		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8904	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01786	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Circulocolumella		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8905	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01823	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Clathrogaster		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8906	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04076	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Hysterangium		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8907	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06499	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae	Phlebogaster		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8908	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00381	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Andebbia		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8909	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01465	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Castoreum		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8910	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01717	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Chondrogaster		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8911	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03576	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Gummiglobus		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8912	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03577	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Gummivena		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8913	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04889	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Malajczukia		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8914	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05098	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Mesophellia		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8915	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05797	Basidiomycota	Agaricomycetes	Hysterangiales	Mesophelliaceae	Nothocastoreum		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8916	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06457	Basidiomycota	Agaricomycetes	Hysterangiales	Phallogastraceae	Phallogaster		ectomycorrhizal							non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed	mat	/hysterangium		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8917	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06456	Basidiomycota	Agaricomycetes	Hysterangiales	Trappeaceae	Phallobata		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8918	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07500	Basidiomycota	Agaricomycetes	Hysterangiales	Trappeaceae	Restingomyces		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8919	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08923	Basidiomycota	Agaricomycetes	Hysterangiales	Trappeaceae	Trappea		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8920	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03037	Basidiomycota	Agaricomycetes	Lepidostromatales	Lepidostromataceae	Ertzia		lichenized							non-aquatic			thallus_photosynthetic	clavarioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8921	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04582	Basidiomycota	Agaricomycetes	Lepidostromatales	Lepidostromataceae	Lepidostroma		lichenized							non-aquatic			thallus_photosynthetic	clavarioid	smooth			chlorococcoid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8922	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08518	Basidiomycota	Agaricomycetes	Lepidostromatales	Lepidostromataceae	Sulzbacheromyces		lichenized							non-aquatic			thallus_photosynthetic	clavarioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8923	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09621	Basidiomycota	Agaricomycetes	Phallales	Clathraceae	Anthurus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	clathroid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8924	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06980	Basidiomycota	Agaricomycetes	Phallales	Clathraceae	Protubera		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8925	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01831	Basidiomycota	Agaricomycetes	Phallales	Claustulaceae	Claustula		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8926	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03360	Basidiomycota	Agaricomycetes	Phallales	Claustulaceae	Gelopellis		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8927	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04329	Basidiomycota	Agaricomycetes	Phallales	Claustulaceae	Kjeldsenia		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8928	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07079	Basidiomycota	Agaricomycetes	Phallales	Claustulaceae	Pseudogelopellis		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8929	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03341	Basidiomycota	Agaricomycetes	Phallales	Gastrosporiaceae	Gastrosporium		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8930	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00006	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Abrachium		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	clathroid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8931	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00518	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Aporophallus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8932	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00689	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Aseroe	synonym of Aseroë	soil_saprotroph					soil		non-aquatic			filamentous_mycelium	phalloid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8933	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01078	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Blumenavia		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	clathroid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8934	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01343	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Calvarula		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
